submission_id,QUD,RT,age,answer,botresponse,causes_id1,causes_id2,comments,education,endTime,expected,experiment_id,gender,group,id,id1,id2,languages,picture1,picture2,prolific_id,question,question_long,response,selected_pic,startDate,startTime,timeSpent,trial_name,trial_number,type
2248,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",6710,30,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Jessica,exhaustive,non-exhaustive,,Graduated College,1632385229290,none,67,female,group1,trial15,if2_unn,if2_unu,"Urdu, English",stimuli/img/group1/if2_unn.png,stimuli/img/group1/if2_unu.png,6127be69f7b47a6f72a21797,neutral,<b>Ann</b>: Which blocks do you think will fall?,exhaustive,picture1,Thu Sep 23 2021 09:15:07 GMT+0100 (British Summer Time),1632384907490,5.363333333333333,image_selection,16,critical
2248,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",4878,30,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Jessica,exhaustive,non-exhaustive,,Graduated College,1632385229290,none,67,female,group2,trial16,if1_un,if1_uu,"Urdu, English",stimuli/img/group2/if1_un.png,stimuli/img/group2/if1_uu.png,6127be69f7b47a6f72a21797,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:15:07 GMT+0100 (British Summer Time),1632384907490,5.363333333333333,image_selection,17,critical
2248,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",5502,30,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Jessica,exhaustive,non-exhaustive,,Graduated College,1632385229290,none,67,female,group2,trial3,if1_un,if2_unu,"Urdu, English",stimuli/img/group2/if1_un.png,stimuli/img/group2/if2_unu.png,6127be69f7b47a6f72a21797,neutral,<b>Ann</b>: Which blocks do you think will fall?,exhaustive,picture1,Thu Sep 23 2021 09:15:07 GMT+0100 (British Summer Time),1632384907490,5.363333333333333,image_selection,18,critical
2247,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),38725,38,NA,Mary,NA,NA,,Graduated High School,1632385206599,blue|green|yellow,67,female,NA,if2_hnh,NA,NA,English,NA,NA,6149aca707559e025e2f03c6,,NA,blue|green,NA,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,animation_buttons,1,training
2247,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),6571,38,NA,Mary,NA,NA,,Graduated High School,1632385206599,none,67,female,NA,if1_nn,NA,NA,English,NA,NA,6149aca707559e025e2f03c6,,NA,none,NA,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,animation_buttons,2,training
2247,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),11909,38,NA,Mary,NA,NA,,Graduated High School,1632385206599,blue|green,67,female,NA,if1_hn,NA,NA,English,NA,NA,6149aca707559e025e2f03c6,,NA,blue|green,NA,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,animation_buttons,3,training
2247,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),6572,38,NA,Mary,NA,NA,,Graduated High School,1632385206599,none,67,female,NA,if2_nnl,NA,NA,English,NA,NA,6149aca707559e025e2f03c6,,NA,none,NA,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,animation_buttons,4,training
2247,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),11115,38,NA,Mary,NA,NA,,Graduated High School,1632385206599,blue|yellow,67,female,NA,if2_nnh,NA,NA,English,NA,NA,6149aca707559e025e2f03c6,,NA,blue|yellow,NA,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,animation_buttons,5,training
2247,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),8226,38,NA,Mary,NA,NA,,Graduated High School,1632385206599,none,67,female,NA,if1_ln,NA,NA,English,NA,NA,6149aca707559e025e2f03c6,,NA,none,NA,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,animation_buttons,6,training
2247,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),4762,38,NA,Mary,NA,NA,,Graduated High School,1632385206599,blue,67,female,NA,independent_edge_nh,NA,NA,English,NA,NA,6149aca707559e025e2f03c6,,NA,blue,NA,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,animation_buttons,7,training
2247,"EXAMPLE TRIAL<br/><br/>Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",23656,38,<b>Bob</b>: The YELLOW block will fall.,Mary,,,,Graduated High School,1632385206599,picture1,67,female,example,example-test-trials,example_test_trials1,example_test_trials2,English,stimuli/img/example_test_trials1.png,stimuli/img/example_test_trials2.png,6149aca707559e025e2f03c6,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture1,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,1,test-example
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",14094,38,<b>Bob</b>: NEITHER the ANT NOR the CONS block will fall.,Mary,,,,Graduated High School,1632385206599,picture1,67,female,group1,trial7,if1_nn,if2_nnh,English,stimuli/img/group1/if1_nn.png,stimuli/img/group1/if2_nnh.png,6149aca707559e025e2f03c6,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture1,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,1,control-physics
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",17589,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,none,67,female,group1,trial15,if2_unn,if2_unu,English,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if2_unu.png,6149aca707559e025e2f03c6,neutral,<b>Ann</b>: Which blocks do you think will fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,2,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",10968,38,<b>Bob</b>: NEITHER the YELLOW NOR the CONS block will fall.,Mary,,,,Graduated High School,1632385206599,picture1,67,female,group2,trial9,if2_nnn,if2_nnh,English,stimuli/img/group2/if2_nnn.png,stimuli/img/group2/if2_nnh.png,6149aca707559e025e2f03c6,if_ant_yellow,<b>Ann</b>: What happens if the YELLOW block falls?,,picture1,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,3,control-physics
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",7322,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,none,67,female,group2,trial16,if1_un,if1_uu,English,stimuli/img/group2/if1_un.png,stimuli/img/group2/if1_uu.png,6149aca707559e025e2f03c6,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,4,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",7669,38,<b>Bob</b>: The CONS and the ANT block will fall.,Mary,,,,Graduated High School,1632385206599,picture2,67,female,group1,trial8,if1_nn,if1_hn,English,stimuli/img/group1/if1_nn.png,stimuli/img/group1/if1_hn.png,6149aca707559e025e2f03c6,cons,<b>Ann</b>: Will the CONS block fall?,,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,5,control-physics
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",9569,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,none,67,female,group1,trial18,if1_un,if1_uu,English,stimuli/img/group1/if1_un.png,stimuli/img/group1/if1_uu.png,6149aca707559e025e2f03c6,neutral,<b>Ann</b>: Which blocks do you think will fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,6,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",5964,38,<b>Bob</b>: The CONS block will NOT fall.,Mary,,,,Graduated High School,1632385206599,picture2,67,female,group2,trial10,independent_edge_nh,independent_edge_nn,English,stimuli/img/group2/independent_edge_nh.png,stimuli/img/group2/independent_edge_nn.png,6149aca707559e025e2f03c6,if_cons,<b>Ann</b>: What happens if the CONS block falls?,,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,7,control-random
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",8197,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,picture1,67,female,group2,trial17,if1_un,if1_uu,English,stimuli/img/group2/if1_un.png,stimuli/img/group2/if1_uu.png,6149aca707559e025e2f03c6,cons,<b>Ann</b>: Will the CONS block fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,8,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",4896,38,<b>Bob</b>: The CONS block will fall.,Mary,,,,Graduated High School,1632385206599,picture1,67,female,group2,trial11,independent_edge_nh,independent_edge_nn,English,stimuli/img/group2/independent_edge_nh.png,stimuli/img/group2/independent_edge_nn.png,6149aca707559e025e2f03c6,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture1,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,9,control-random
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",14337,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,none,67,female,group1,trial3,if1_un,if2_unu,English,stimuli/img/group1/if1_un.png,stimuli/img/group1/if2_unu.png,6149aca707559e025e2f03c6,neutral,<b>Ann</b>: Which blocks do you think will fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,10,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",5756,38,<b>Bob</b>: NEITHER the ANT NOR the CONS block will fall.,Mary,,,,Graduated High School,1632385206599,picture2,67,female,group2,trial12,if1_hn,if1_nn,English,stimuli/img/group2/if1_hn.png,stimuli/img/group2/if1_nn.png,6149aca707559e025e2f03c6,cons,<b>Ann</b>: Will the CONS block fall?,,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,11,control-random
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",9428,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,none,67,female,group1,trial1,if1_un,if2_unu,English,stimuli/img/group1/if1_un.png,stimuli/img/group1/if2_unu.png,6149aca707559e025e2f03c6,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,12,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",9699,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,picture1,67,female,group2,trial14,if2_unn,if2_unu,English,stimuli/img/group2/if2_unn.png,stimuli/img/group2/if2_unu.png,6149aca707559e025e2f03c6,cons,<b>Ann</b>: Will the CONS block fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,13,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",5971,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,picture1,67,female,group2,trial5,if2_unn,if1_uu,English,stimuli/img/group2/if2_unn.png,stimuli/img/group2/if1_uu.png,6149aca707559e025e2f03c6,cons,<b>Ann</b>: Will the CONS block fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,14,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",10144,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,none,67,female,group1,trial4,if2_unn,if1_uu,English,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if1_uu.png,6149aca707559e025e2f03c6,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,15,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",14374,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,picture1,67,female,group1,trial2,if1_un,if2_unu,English,stimuli/img/group1/if1_un.png,stimuli/img/group1/if2_unu.png,6149aca707559e025e2f03c6,cons,<b>Ann</b>: Will the CONS block fall?,exhaustive,picture1,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,16,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",9747,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,none,67,female,group1,trial13,if2_unn,if2_unu,English,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if2_unu.png,6149aca707559e025e2f03c6,if_ant,<b>Ann</b>: What happens if the ANT block falls?,exhaustive,picture1,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,17,critical
2247,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",6612,38,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",Mary,exhaustive,non-exhaustive,,Graduated High School,1632385206599,none,67,female,group1,trial6,if2_unn,if1_uu,English,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if1_uu.png,6149aca707559e025e2f03c6,neutral,<b>Ann</b>: Which blocks do you think will fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:14:02 GMT+0100 (British Summer Time),1632384842382,6.070283333333333,image_selection,18,critical
2246,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),22827,41,NA,jennifer,NA,NA,,Graduated College,1632385143095,blue,67,male,NA,independent_edge_nh,NA,NA,English,NA,NA,6144476b4e4bde98a70d0341,,NA,blue,NA,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,animation_buttons,1,training
2246,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),26699,41,NA,jennifer,NA,NA,,Graduated College,1632385143095,none,67,male,NA,if2_nnl,NA,NA,English,NA,NA,6144476b4e4bde98a70d0341,,NA,none,NA,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,animation_buttons,2,training
2246,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),41341,41,NA,jennifer,NA,NA,,Graduated College,1632385143095,blue|green,67,male,NA,if1_hn,NA,NA,English,NA,NA,6144476b4e4bde98a70d0341,,NA,blue,NA,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,animation_buttons,3,training
2246,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),6966,41,NA,jennifer,NA,NA,,Graduated College,1632385143095,none,67,male,NA,if1_nn,NA,NA,English,NA,NA,6144476b4e4bde98a70d0341,,NA,none,NA,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,animation_buttons,4,training
2246,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),14662,41,NA,jennifer,NA,NA,,Graduated College,1632385143095,green|yellow,67,male,NA,if2_nnh,NA,NA,English,NA,NA,6144476b4e4bde98a70d0341,,NA,yellow,NA,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,animation_buttons,5,training
2246,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),22853,41,NA,jennifer,NA,NA,,Graduated College,1632385143095,none,67,male,NA,if1_ln,NA,NA,English,NA,NA,6144476b4e4bde98a70d0341,,NA,none,NA,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,animation_buttons,6,training
2246,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),17205,41,NA,jennifer,NA,NA,,Graduated College,1632385143095,blue|green|yellow,67,male,NA,if2_hnh,NA,NA,English,NA,NA,6144476b4e4bde98a70d0341,,NA,blue|green|yellow,NA,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,animation_buttons,7,training
2246,"EXAMPLE TRIAL<br/><br/>Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",26280,41,<b>Bob</b>: The YELLOW block will fall.,jennifer,,,,Graduated College,1632385143095,picture1,67,male,example,example-test-trials,example_test_trials1,example_test_trials2,English,stimuli/img/example_test_trials1.png,stimuli/img/example_test_trials2.png,6144476b4e4bde98a70d0341,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture1,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,1,test-example
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",28560,41,<b>Bob</b>: NEITHER the ANT NOR the CONS block will fall.,jennifer,,,,Graduated College,1632385143095,picture1,67,male,group2,trial7,if1_nn,if2_nnh,English,stimuli/img/group2/if1_nn.png,stimuli/img/group2/if2_nnh.png,6144476b4e4bde98a70d0341,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture1,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,1,control-physics
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",33111,41,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jennifer,exhaustive,non-exhaustive,,Graduated College,1632385143095,none,67,male,group1,trial13,if2_unn,if2_unu,English,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if2_unu.png,6144476b4e4bde98a70d0341,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,2,critical
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",11176,41,<b>Bob</b>: The CONS and the ANT block will fall.,jennifer,,,,Graduated College,1632385143095,picture2,67,male,group1,trial8,if1_nn,if1_hn,English,stimuli/img/group1/if1_nn.png,stimuli/img/group1/if1_hn.png,6144476b4e4bde98a70d0341,cons,<b>Ann</b>: Will the CONS block fall?,,picture2,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,3,control-physics
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",30144,41,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jennifer,exhaustive,non-exhaustive,,Graduated College,1632385143095,none,67,male,group2,trial16,if1_un,if1_uu,English,stimuli/img/group2/if1_un.png,stimuli/img/group2/if1_uu.png,6144476b4e4bde98a70d0341,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,4,critical
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",12679,41,<b>Bob</b>: NEITHER the YELLOW NOR the CONS block will fall.,jennifer,,,,Graduated College,1632385143095,picture1,67,male,group2,trial9,if2_nnn,if2_nnh,English,stimuli/img/group2/if2_nnn.png,stimuli/img/group2/if2_nnh.png,6144476b4e4bde98a70d0341,if_ant_yellow,<b>Ann</b>: What happens if the YELLOW block falls?,,picture1,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,5,control-physics
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",11903,41,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jennifer,exhaustive,non-exhaustive,,Graduated College,1632385143095,picture1,67,male,group2,trial5,if2_unn,if1_uu,English,stimuli/img/group2/if2_unn.png,stimuli/img/group2/if1_uu.png,6144476b4e4bde98a70d0341,cons,<b>Ann</b>: Will the CONS block fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,6,critical
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",15728,41,<b>Bob</b>: NEITHER the ANT NOR the CONS block will fall.,jennifer,,,,Graduated College,1632385143095,picture2,67,male,group1,trial12,if1_hn,if1_nn,English,stimuli/img/group1/if1_hn.png,stimuli/img/group1/if1_nn.png,6144476b4e4bde98a70d0341,cons,<b>Ann</b>: Will the CONS block fall?,,picture2,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,7,control-random
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",25248,41,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jennifer,exhaustive,non-exhaustive,,Graduated College,1632385143095,picture1,67,male,group1,trial2,if1_un,if2_unu,English,stimuli/img/group1/if1_un.png,stimuli/img/group1/if2_unu.png,6144476b4e4bde98a70d0341,cons,<b>Ann</b>: Will the CONS block fall?,exhaustive,picture1,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,8,critical
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",6663,41,<b>Bob</b>: The CONS block will fall.,jennifer,,,,Graduated College,1632385143095,picture1,67,male,group1,trial11,independent_edge_nh,independent_edge_nn,English,stimuli/img/group1/independent_edge_nh.png,stimuli/img/group1/independent_edge_nn.png,6144476b4e4bde98a70d0341,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture1,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,9,control-random
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",11071,41,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jennifer,exhaustive,non-exhaustive,,Graduated College,1632385143095,none,67,male,group1,trial18,if1_un,if1_uu,English,stimuli/img/group1/if1_un.png,stimuli/img/group1/if1_uu.png,6144476b4e4bde98a70d0341,neutral,<b>Ann</b>: Which blocks do you think will fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,10,critical
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",6696,41,<b>Bob</b>: The CONS block will NOT fall.,jennifer,,,,Graduated College,1632385143095,picture2,67,male,group2,trial10,independent_edge_nh,independent_edge_nn,English,stimuli/img/group2/independent_edge_nh.png,stimuli/img/group2/independent_edge_nn.png,6144476b4e4bde98a70d0341,if_cons,<b>Ann</b>: What happens if the CONS block falls?,,picture2,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,11,control-random
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",30895,41,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jennifer,exhaustive,non-exhaustive,,Graduated College,1632385143095,none,67,male,group2,trial3,if1_un,if2_unu,English,stimuli/img/group2/if1_un.png,stimuli/img/group2/if2_unu.png,6144476b4e4bde98a70d0341,neutral,<b>Ann</b>: Which blocks do you think will fall?,exhaustive,picture1,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,12,critical
2246,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",29679,41,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jennifer,exhaustive,non-exhaustive,,Graduated College,1632385143095,none,67,male,group1,trial15,if2_unn,if2_unu,English,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if2_unu.png,6144476b4e4bde98a70d0341,neutral,<b>Ann</b>: Which blocks do you think will fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:08:39 GMT+0100 (British Summer Time),1632384519863,10.3872,image_selection,13,critical
